station_id,station_name,year,month,month_date,avg_tavg,avg_tmax,avg_tmin,total_prcp,obs_count
IN009010101,"HASKOTE, IN",1920,8,1920-08-01,,,,3.6199999999999997,62
IN009010101,"HASKOTE, IN",1920,9,1920-09-01,,,,10.620000000000001,60
IN009010101,"HASKOTE, IN",1920,10,1920-10-01,,,,3.12,62
IN009010101,"HASKOTE, IN",1920,11,1920-11-01,,,,5.4799999999999995,60
IN009010101,"HASKOTE, IN",1920,12,1920-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1921,1,1921-01-01,,,,1.4000000000000001,62
IN009010101,"HASKOTE, IN",1921,2,1921-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1921,3,1921-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1921,4,1921-04-01,,,,9.299999999999999,60
IN009010101,"HASKOTE, IN",1921,5,1921-05-01,,,,1.52,62
IN009010101,"HASKOTE, IN",1921,6,1921-06-01,,,,3.68,60
IN009010101,"HASKOTE, IN",1921,7,1921-07-01,,,,5.400000000000001,62
IN009010101,"HASKOTE, IN",1921,8,1921-08-01,,,,12.22,62
IN009010101,"HASKOTE, IN",1921,9,1921-09-01,,,,6.640000000000001,60
IN009010101,"HASKOTE, IN",1921,10,1921-10-01,,,,9.399999999999999,62
IN009010101,"HASKOTE, IN",1921,11,1921-11-01,,,,1.4,60
IN009010101,"HASKOTE, IN",1921,12,1921-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1922,1,1922-01-01,,,,0.6,62
IN009010101,"HASKOTE, IN",1922,2,1922-02-01,,,,0.7,56
IN009010101,"HASKOTE, IN",1922,3,1922-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1922,4,1922-04-01,,,,3.4,60
IN009010101,"HASKOTE, IN",1922,5,1922-05-01,,,,4.32,62
IN009010101,"HASKOTE, IN",1922,6,1922-06-01,,,,4.38,60
IN009010101,"HASKOTE, IN",1922,7,1922-07-01,,,,6.06,62
IN009010101,"HASKOTE, IN",1922,8,1922-08-01,,,,7.340000000000001,62
IN009010101,"HASKOTE, IN",1922,9,1922-09-01,,,,2.3200000000000003,60
IN009010101,"HASKOTE, IN",1922,10,1922-10-01,,,,25.919999999999998,62
IN009010101,"HASKOTE, IN",1922,11,1922-11-01,,,,8.2,60
IN009010101,"HASKOTE, IN",1922,12,1922-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1923,1,1923-01-01,,,,0.5,62
IN009010101,"HASKOTE, IN",1923,2,1923-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1923,3,1923-03-01,,,,1.6,62
IN009010101,"HASKOTE, IN",1923,4,1923-04-01,,,,3.66,60
IN009010101,"HASKOTE, IN",1923,5,1923-05-01,,,,5.44,62
IN009010101,"HASKOTE, IN",1923,6,1923-06-01,,,,1.3,60
IN009010101,"HASKOTE, IN",1923,7,1923-07-01,,,,3.3399999999999994,62
IN009010101,"HASKOTE, IN",1923,8,1923-08-01,,,,1.88,62
IN009010101,"HASKOTE, IN",1923,9,1923-09-01,,,,8.460000000000003,60
IN009010101,"HASKOTE, IN",1923,10,1923-10-01,,,,2.54,62
IN009010101,"HASKOTE, IN",1923,11,1923-11-01,,,,0.0,60
IN009010101,"HASKOTE, IN",1923,12,1923-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1924,1,1924-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1924,2,1924-02-01,,,,0.0,58
IN009010101,"HASKOTE, IN",1924,3,1924-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1924,4,1924-04-01,,,,0.8600000000000001,60
IN009010101,"HASKOTE, IN",1924,5,1924-05-01,,,,14.22,62
IN009010101,"HASKOTE, IN",1924,6,1924-06-01,,,,6.340000000000001,60
IN009010101,"HASKOTE, IN",1924,7,1924-07-01,,,,8.1,62
IN009010101,"HASKOTE, IN",1924,8,1924-08-01,,,,6.1,62
IN009010101,"HASKOTE, IN",1924,9,1924-09-01,,,,13.800000000000002,60
IN009010101,"HASKOTE, IN",1924,10,1924-10-01,,,,4.32,62
IN009010101,"HASKOTE, IN",1924,11,1924-11-01,,,,3.8000000000000003,60
IN009010101,"HASKOTE, IN",1924,12,1924-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1925,1,1925-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1925,2,1925-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1925,3,1925-03-01,,,,0.36,62
IN009010101,"HASKOTE, IN",1925,4,1925-04-01,,,,5.32,60
IN009010101,"HASKOTE, IN",1925,5,1925-05-01,,,,22.119999999999997,62
IN009010101,"HASKOTE, IN",1925,6,1925-06-01,,,,1.04,60
IN009010101,"HASKOTE, IN",1925,7,1925-07-01,,,,4.34,62
IN009010101,"HASKOTE, IN",1925,8,1925-08-01,,,,6.24,62
IN009010101,"HASKOTE, IN",1925,9,1925-09-01,,,,10.059999999999999,60
IN009010101,"HASKOTE, IN",1925,10,1925-10-01,,,,3.88,62
IN009010101,"HASKOTE, IN",1925,11,1925-11-01,,,,3.1399999999999997,60
IN009010101,"HASKOTE, IN",1925,12,1925-12-01,,,,2.72,60
IN009010101,"HASKOTE, IN",1926,1,1926-01-01,,,,3.06,62
IN009010101,"HASKOTE, IN",1926,2,1926-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1926,3,1926-03-01,,,,6.800000000000001,62
IN009010101,"HASKOTE, IN",1926,4,1926-04-01,,,,8.0,60
IN009010101,"HASKOTE, IN",1926,5,1926-05-01,,,,1.6600000000000001,62
IN009010101,"HASKOTE, IN",1926,6,1926-06-01,,,,7.68,60
IN009010101,"HASKOTE, IN",1926,7,1926-07-01,,,,2.7,62
IN009010101,"HASKOTE, IN",1926,8,1926-08-01,,,,3.52,62
IN009010101,"HASKOTE, IN",1926,9,1926-09-01,,,,10.559999999999999,60
IN009010101,"HASKOTE, IN",1926,10,1926-10-01,,,,8.180000000000001,62
IN009010101,"HASKOTE, IN",1926,11,1926-11-01,,,,0.0,60
IN009010101,"HASKOTE, IN",1926,12,1926-12-01,,,,0.24,62
IN009010101,"HASKOTE, IN",1927,1,1927-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1927,2,1927-02-01,,,,0.0,56
IN009010101,"HASKOTE, IN",1927,3,1927-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1927,4,1927-04-01,,,,0.0,60
IN009010101,"HASKOTE, IN",1927,5,1927-05-01,,,,9.38,62
IN009010101,"HASKOTE, IN",1927,6,1927-06-01,,,,7.68,60
IN009010101,"HASKOTE, IN",1927,7,1927-07-01,,,,6.280000000000001,62
IN009010101,"HASKOTE, IN",1927,8,1927-08-01,,,,7.3999999999999995,62
IN009010101,"HASKOTE, IN",1927,9,1927-09-01,,,,25.619999999999997,60
IN009010101,"HASKOTE, IN",1927,10,1927-10-01,,,,2.4,62
IN009010101,"HASKOTE, IN",1927,11,1927-11-01,,,,5.180000000000001,60
IN009010101,"HASKOTE, IN",1927,12,1927-12-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1928,1,1928-01-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1928,2,1928-02-01,,,,1.72,58
IN009010101,"HASKOTE, IN",1928,3,1928-03-01,,,,2.88,62
IN009010101,"HASKOTE, IN",1928,4,1928-04-01,,,,1.34,60
IN009010101,"HASKOTE, IN",1928,5,1928-05-01,,,,3.0600000000000005,62
IN009010101,"HASKOTE, IN",1928,6,1928-06-01,,,,0.44,60
IN009010101,"HASKOTE, IN",1928,7,1928-07-01,,,,6.739999999999999,62
IN009010101,"HASKOTE, IN",1928,8,1928-08-01,,,,3.88,62
IN009010101,"HASKOTE, IN",1928,9,1928-09-01,,,,1.12,60
IN009010101,"HASKOTE, IN",1928,10,1928-10-01,,,,14.299999999999999,62
IN009010101,"HASKOTE, IN",1928,11,1928-11-01,,,,0.9,60
IN009010101,"HASKOTE, IN",1928,12,1928-12-01,,,,0.0,60
IN009010101,"HASKOTE, IN",1929,1,1929-01-01,,,,0.5,62
IN009010101,"HASKOTE, IN",1929,2,1929-02-01,,,,3.3400000000000003,56
IN009010101,"HASKOTE, IN",1929,3,1929-03-01,,,,0.0,62
IN009010101,"HASKOTE, IN",1929,4,1929-04-01,,,,9.46,60
IN009010101,"HASKOTE, IN",1929,5,1929-05-01,,,,4.82,62
IN009010101,"HASKOTE, IN",1929,6,1929-06-01,,,,1.8400000000000003,60
IN009010101,"HASKOTE, IN",1929,7,1929-07-01,,,,1.3600000000000003,62
IN009010101,"HASKOTE, IN",1929,8,1929-08-01,,,,2.7800000000000002,62
IN009010101,"HASKOTE, IN",1929,9,1929-09-01,,,,12.6,60
IN009010101,"HASKOTE, IN",1929,10,1929-10-01,,,,10.340000000000002,62
IN009010101,"HASKOTE, IN",1929,11,1929-11-01,,,,11.86,60
IN009010101,"HASKOTE, IN",1929,12,1929-12-01,,,,2.54,62
IN009010101,"HASKOTE, IN",1930,1,1930-01-01,,,,0.14,62
IN009010101,"HASKOTE, IN",1930,2,1930-02-01,,,,5.199999999999999,56
